"nav-link","listing-location","currency","price","bed","bath","listing-floorarea","listing-floorarea 2","hidden-sm href 2","hidden-sm 2"
"HARAPAN INDAH CITY","Bekasi Barat, Bekasi, Jawa Barat","Rp","3 M","9","6","450 m²","Rp 5.424.955 per m²","tel:+6281380177330","Hubungi"
"Dijual cepat rumah type premium di cluster vernonia Summarecon Bekasi","Summarecon Bekasi, Bekasi, Jawa Barat","Rp","2,45 M","4","4","150 m²","Rp 17.013.889 per m²","tel:+6281311338893","Hubungi"
"Jl  raya jati Kramat jati bening bekasi","Jl raya jati kramat, Jati Kramat, Bekasi, Jawa Barat","Rp","980 jt","3","2","70 m²","Rp 12.250.000 per m²","tel:+6281398278985","Hubungi"
"GSH Properti ~ Cluster Muslim Cikunir","Cikunir, Bekasi, Jawa Barat","Rp","580 jt","3","1","42 m²","Rp 10.000.000 per m²","tel:+6281213318438","Hubungi"
"Rumah dijual di pekayon dalam perumahan bagus dan kokoh","Jln, Bekasi Selatan, Bekasi, Jawa Barat","Rp","2,39 M","4","3","210 m²","Rp 12.645.503 per m²","tel:+6282190795325","Hubungi"
"Prima Harapan Regency","Jl. Raya Perjuangan, Harapan Baru, Harapan Baru, Bekasi, Jawa Barat","Rp","875 jt","2","1","45 m²","Rp 9.722.222 per m²","tel:+6281290161091","Hubungi"
"Rumah dijual di jatibening bagus strategis bekasi selatan","Jln, Bekasi Selatan, Bekasi, Jawa Barat","Rp","1,35 M","5","3","200 m²","Rp 8.766.234 per m²","tel:+6282190795325","Hubungi"
"Rumah dijual di jaka sampurna bekasi barat","Jln, Bekasi Barat, Bekasi, Jawa Barat","Rp","2,45 M","5","4","200 m²","Rp 9.800.000 per m²","tel:+6282190795325","Hubungi"
"Jatiwaringin",". Jl. Masjid Raya, Jatiwaringin, Bekasi, Jati Waringin, Bekasi, Jawa Barat","Rp","900 jt","3","2","69 m²","Rp 13.043.478 per m²","tel:+6285881696360","Hubungi"
"Rumah dijual di jati asih dalam cluster lokasi strategis bekasi","Jln perum, Bekasi Selatan, Bekasi, Jawa Barat","Rp","775 jt","2","1","75 m²","Rp 774.226 per m²","tel:+6282190795325","Hubungi"
"DIJUAL Rumah di perumahan taman Alamanda, Krg Satria Tambun  Bekasi.","Tambun, Bekasi, Jawa Barat","Rp","450 jt","2","2","72 m²","Rp 6.250.000 per m²","tel:+6283131349191","Hubungi"
"Rumah di Jual Cluster Ifolia Harapan Indah","Harapan Indah, Bekasi, Jawa Barat","Rp","1,4 M","3","2","144 m²","Rp 9.722.222 per m²","tel:+6282211111976","Hubungi"
"Dijual Rumah (HARUS TERJUAL) di Taman Harapan Baru. Bekasi .","Harapan Baru, Bekasi, Jawa Barat","Rp","875 jt","3","2","85 m²","Rp 8.750.000 per m²","tel:+6283131349191","Hubungi"
"Dijual Rumah siap pakai, 2 Lantai Hook di Pejuang Pratama","Medan Satria, Bekasi, Jawa Barat","Rp","1,7 M","7","4","280 m²","Rp 12.142.857 per m²","tel:+6283131349191","Hubungi"
"DIJUAL Rumah siap huni 2 Lt di Green Ara Residence, Cluster Balsa, Bekasi. Jawa Barat.","Bekasi, Bekasi, Jawa Barat","Rp","1,75 M","2","2","56 m²","Rp 9.776.536 per m²","tel:+6283131349191","Hubungi"
"Rumah dijual di setu dekat ke Bantar gebang kota Bekasi","Jalan Rawa atuq setu Bekasi, Bantargebang, Bekasi, Jawa Barat","Rp","250 jt","3","1","36 m²","Rp 1.179.245 per m²","tel:+6285722327233","Hubungi"
"Rumah dijual dalam perumahan galaxy city bekasi selatan","Jln, Bekasi Selatan, Bekasi, Jawa Barat","Rp","1,5 M","3","2","135 m²","Rp 20.833.333 per m²","tel:+6282190795325","Hubungi"
"Rumah murah ready stock free biaya2 di jatiasih bekasi","Jatiasih, Bekasi, Jawa Barat","Rp","750 jt","2","1","54 m²","Rp 9.615.385 per m²","tel:+6285280373211","Hubungi"
"Pondok gede bekasi","Pondokgede, Bekasi, Jawa Barat","Rp","2,1 M","5","3","140 m²","Rp 10.047.847 per m²","tel:+6285280373211","Hubungi"
"Rumah 1, 5 lantai lokasi dekat jalan raya kodau jatimekar","Jln, Bekasi Selatan, Bekasi, Jawa Barat","Rp","1,075 M","3","2","100 m²","Rp 9.347.826 per m²","tel:+6282190795325","Hubungi"
"Pondok Pekayon Indah","Jl Raya Pekayon, Pekayon, Bekasi, Pondok Pekayon Indah, Bekasi, Jawa Barat","Rp","1,4 M","3","2","150 m²","Rp 8.484.848 per m²","tel:+6281385924277","Hubungi"
"Cluster Cherryville Grand Wisata Bekasi","Jl. Baru Grand Wisata, Tambun Selatan, Bekasi, Jawa Barat","Rp","1,8 M","5","5","150 m²","Rp 11.250.000 per m²","tel:+6281226206225","Hubungi"
"Wisma jaya Bekasi timur","Bekasi Timur, Bekasi, Jawa Barat","Rp","496 jt","2","1","36 m²","Rp 6.888.889 per m²","tel:+6287861783262","Hubungi"
"Pondok Pekayon Indah","Jl Raya Pekayon, Pekayon, Bekasi, Pondok Pekayon Indah, Bekasi, Jawa Barat","Rp","1,1 M","2","2","150 m²","Rp 11.224.490 per m²","tel:+6281385924277","Hubungi"
"Rumah hook 2lantai dijual lokasi dekat tol jatiwarna pondok melati bekasi","Jln perum, Bekasi Selatan, Bekasi, Jawa Barat","Rp","1,1 M","4","4","109 m²","Rp 15.714.286 per m²","tel:+6282190795325","Hubungi"
"Gamprit Jati Waringin Bekasi kota","Gamprit jati Waringin, Jati Waringin, Bekasi, Jawa Barat","Rp","1,6 M","4","3","190 m²","Rp 7.407.407 per m²","tel:+628993334194","Hubungi"
"Dijual Rumah baru Siap huni lokasi strategis dekat Kelurahan Jatiluhur Jatiasih Bekasi","Jatiasih, Bekasi, Jawa Barat","Rp","850 jt","3","2","84 m²","Rp 7.522.124 per m²","tel:+628118450300","Hubungi"
"Di Jual Rumah Komersil Puri Nirwana Residences","Jl raya tugu pilar, Cikarang Utara, Bekasi, Jawa Barat","Rp","400 jt","2","1","45 m²","Rp 4.444.444 per m²","tel:+6282122211939","Hubungi"
"Rumah Subsidi Di jual","Cibubur, Bekasi, Jawa Barat","","168","2","1","30 m²","Rp 3 per m²","tel:+6281316334448","Hubungi"
"Cluster Premium Harga Receh","Bekasi Timur, Bekasi, Jawa Barat","","398","2","1","36 m²","Rp 6 per m²","tel:+6281316334448","Hubungi"
"Dijual Murah Butuh Cepat Rumah di Kayuringin, Bekasi","Jalan Kayuringin, Bekasi Selatan, Bekasi, Jawa Barat","Rp","795 jt","3","2","100 m²","Rp 5.300.000 per m²","tel:+6281383862294","Hubungi"
"Kp Sawah","Kertapawitan Saleh, Jatiasih, Bekasi, Jawa Barat","Rp","800 rb","3","2","56 m²","Rp 12.903 per m²","tel:+6287717610879","Hubungi"
"Promo bulan ini Dp 15 Juta Saja bisa cicil 3 bulan Free Semua Biaya-Biaya Free AC 1 Unit KPR BTN","Bojongkulur Jatiasih, Jatiasih, Bekasi, Jawa Barat","Rp","399 jt","2","1","40 m²","Rp 6.650.000 per m²","tel:+6282277775682","Hubungi"
"Dijual Rumah Pinus LippoCikarang","Lippo Cikarang, Bekasi, Jawa Barat","Rp","2,5 M","3","3","288 m²","Rp 9.615.385 per m²","tel:+6287883031419","Hubungi"
"Dijual murah rumah di cluster Samata Harapan indah bekasi","Harapan Indah, Bekasi, Jawa Barat","Rp","1,35 M","3","3","69 m²","Rp 11.842.105 per m²","tel:+628170217083","Hubungi"
"DIJUAL CEPAT Rumah tinggal di  Cluster Ifolia Harapan Indah  Bekasi .","Harapan Indah, Bekasi, Jawa Barat","Rp","1,275 M","3","2","100 m²","Rp 8.854.167 per m²","tel:+628170217083","Hubungi"
"Dijual Rumah Casturi Syariah Residence","Jl.MT Haryono, Setu, Bekasi, Jawa Barat","Rp","335 jt","2","1","40 m²","Rp 4.785.714 per m²","tel:+6282172890031","Hubungi"
"Dijual Rumah Casturi Syariah Residence","Jl.MT Haryono, Setu, Bekasi, Jawa Barat","Rp","335 jt","2","1","40 m²","Rp 4.785.714 per m²","tel:+6282172890031","Hubungi"
"Kodau Jati mekar Jati Bening pondok Gede Bekasi","Kodau Jati Mekar jati bening PONDOK gede Bekasi, Pondokgede, Bekasi, Jawa Barat","Rp","925 jt","2","2","80 m²","Rp 8.564.815 per m²","tel:+628993334194","Hubungi"
"Di Jual Rumah Green Permata 2 Cibitung","Jl raya muktiwari, Cibitung, Bekasi, Jawa Barat","Rp","162 jt","2","1","30 m²","Rp 2.700.000 per m²","tel:+6282122211939","Hubungi"
"Di Jual Rumah Puri Mahkota Muktiwari Cibitung Dekat tol cibitung","Jl raya muktiwari cibitung, Cibitung, Bekasi, Jawa Barat","Rp","2 jt","2","1","38 m²","Rp 27.778 per m²","tel:+6282122211939","Hubungi"
"Grand Cikarang City 2","Kedung waringin, Cikarang Timur, Bekasi, Jawa Barat","Rp","178 jt","2","1","30 m²","Rp 2.966.667 per m²","tel:+6282122211939","Hubungi"
"Rumah Mewah Design Modern Baru Siap Huni Selangkah Ke Jl Jatiwaringin","Jatiwaringin, Jati Waringin, Bekasi, Jawa Barat","Rp","1,97 M","4","4","160 m²","Rp 14.379.562 per m²","tel:+6281282940124","Hubungi"
"Rumah Murah Kawasan Komsen jatiasih Bekasi","Wibawa mukti, Jatiasih, Bekasi, Jawa Barat","Rp","1,691 M","","","138 m²","Rp 21.137.500 per m²","tel:+6283805387996","Hubungi"
"Rumah mewah harga terjangkau di jatiasih","Jalan. Sinar asih, Jati Warna, Bekasi, Jawa Barat","Rp","1,3 M","3","3","110 m²","Rp 21.666.667 per m²","tel:+6283805387996","Hubungi"
"Rumah 1, 5 lantai dijual di jati bening bagus dan kokoh","Jln, Jati Bening, Bekasi, Jawa Barat","Rp","795 jt","3","3","80 m²","Rp 9.937.500 per m²","tel:+6282190795325","Hubungi"
"Dijual Murah Rumah Mewah Luas Dekat Summarecon Bekasi","Ujung Harapan Babelan Bekasi Utara, Babelan, Bekasi, Jawa Barat","Rp","1,8 M","4","3","300 m²","Rp 6.000.000 per m²","tel:+6281316913669","Hubungi"
"Rumah Terawat Dalam Perumahan di Pondok Gede","Jl. Raya jatimakmur, Pondok Gede Bekasi, Pondokgede, Bekasi, Jawa Barat","Rp","1,25 M","3","2","180 m²","Rp 10.869.565 per m²","tel:+6281299228901","Hubungi"
"Jatimelati bekasi","Jati Melati, Bekasi, Jawa Barat","Rp","2,1 M","5","3","140 m²","Rp 10.047.847 per m²","tel:+6285280373211","Hubungi"
"Rumah dijual di jatiasih bekasi","Jatiasih, Bekasi, Jawa Barat","Rp","750 jt","2","1","54 m²","Rp 9.615.385 per m²","tel:+6285280373211","Hubungi"
"Bekasi utara","Bekasi Utara, Bekasi, Jawa Barat","Rp","850 jt","4","2","140 m²","Rp 7.083.333 per m²","tel:+6285280373211","Hubungi"
"Tambun utara","Bekasi, Bekasi, Jawa Barat","Rp","850 jt","4","2","140 m²","Rp 7.083.333 per m²","tel:+6285280373211","Hubungi"
"Rumah dijual Baru Cluster depan jl. raya dekat Summarecon di bekasi utara","Bekasi Utara, Bekasi, Jawa Barat","Rp","489 jt","2","1","30 m²","Rp 7.409.091 per m²","tel:+6285280373211","Hubungi"
"Jual Cepat Rumah Cantik Semifurnish 4KT di Kemang Pratama Bekasi","Kemang Pratama Bekasi, Kemang Pratama, Bekasi, Jawa Barat","Rp","2,39 M","4","4","180 m²","Rp 10.622.222 per m²","tel:+628111335588","Hubungi"
"5 menit toll JORR! Gak pake DP rumah di Bekasi free logam mulia","Jl. MT Haryono, Bantargebang, Bekasi, Jawa Barat","Rp","488 jt","2","1","36 m²","Rp 6.777.778 per m²","tel:+6285770925266","Hubungi"
"Rumah Cantik Cluster Bebas Banjir di Jatiasih","Jatiasih, Bekasi, Jawa Barat","Rp","625 jt","2","1","60 m²","Rp 6.868.132 per m²","tel:+6281386023697","Hubungi"
"Rumah subsidi di bekasi dekat pintu tol","Jalan Irigasi Satria Mekar Tambun Utara, Tambun Utara, Bekasi, Jawa Barat","Rp","162 jt","2","1","30 m²","Rp 2.700.000 per m²","tel:+62081389980162","Hubungi"
"dijual cepat rumah cluster oscar jababeka","Cikarang Utara, Bekasi, Jawa Barat","Rp","1,45 M","3","3","120 m²","Rp 9.666.667 per m²","tel:+6281310002358","Hubungi"
"Rumah Bersubsidi double dinding cicilan 1 Jtaan flat sampai lunas","Grand Permata Residence, Bekasi Utara, Bekasi, Jawa Barat","Rp","168 jt","2","1","29 m²","Rp 2.800.000 per m²","tel:+6281290209012","Hubungi"
"Perumahan Grand Cempaka Sukamekar Promo Tanpa Dp unit Ready Stok Dibekasi","Jl. Cempaka, Bekasi, Bekasi, Jawa Barat","Rp","162 jt","2","1","29 m²","Rp 2.700.000 per m²","tel:+6282111171900","Hubungi"
"RUMAH VIEW DANAU DEKAT KAWASAN JABABEKA CIKARANG","DEKAT PINTU TOL DAN STASIUN KRL, Karangbahagia, Bekasi, Jawa Barat","Rp","298,2 jt","2","1","36 m²","Rp 4.141.667 per m²","tel:+6281999777780","Hubungi"
"RUMAH MILENIAL 2 JUTAAN DEKAT KE KAWASAN PT JABABEKA CIKARANG","BEBAS BANJIR DEKAT KE STASIUN KRL CIKARANG, Cikarang Pusat, Bekasi, Jawa Barat","Rp","298,7 jt","2","1","30 m²","Rp 4.267.143 per m²","tel:+6281999777780","Hubungi"
"Rumah Minimalis Murah Dekat Stasiun Cikarang (DP 5 Juta)","JALAN PURI LESTARI RAYA, CIBITUNG - CIKARANG UTARA, Cibitung, Bekasi, Jawa Barat","Rp","298,7 jt","2","1","30 m²","Rp 4.148.611 per m²","tel:+6281999777780","Hubungi"
"CLUSTER PURI LESTARI RUMAH MODERN MINIMALIS DI CIKARANG","DEKAT STASIUN KRL CIKARANG, Cikarang Utara, Bekasi, Jawa Barat","Rp","298 jt","2","1","30 m²","Rp 4.138.889 per m²","tel:+6281999777780","Hubungi"
"RUMAH JALAN UTAMA BISA USAHA, DEKAT KE STASIUN KRL CIKARANG","DEKAT SGC, STASIUN KRL, TERMINAL CIKARANG, Cikarang Barat, Bekasi, Jawa Barat","Rp","298,7 jt","2","1","25 m²","Rp 4.148.611 per m²","tel:+6281999777780","Hubungi"
"Dijual rumah Bagus Murah Aman nyaman Asri, Strategis dlm perumahan Elit dkt Tol Jatiwarna","Green park, jati warna Pondok Melati Pondok gede, Jati Warna, Bekasi, Jawa Barat","Rp","1,29 M","5","3","120 m²","Rp 14.333.333 per m²","tel:+628993334194","Hubungi"
"Rumah BARU dijual MURAH STRATEGIS dlm Perumahan GALAXY Pekayon Bekasi - Etty","Gran Galaxy City Pekayon Bekasi Selatan, Galaxy, Bekasi, Jawa Barat","Rp","1,495 M","3","3","135 m²","Rp 20.763.889 per m²","tel:+628993334194","Hubungi"
"Galaxy Jati Asih","Pemda Jt Asih dkt ke Galaxy, Galaxy, Bekasi, Jawa Barat","Rp","710 jt","3","2","85 m²","Rp 9.726.027 per m²","tel:+628993334194","Hubungi"
"Rumah baru kokoh megah dlm cluster dkt Tol Jati warna Pondok Gede Bekasi Etty","Kodau, jati warna, pondok gede Bekasi, Jati Warna, Bekasi, Jawa Barat","Rp","1,15 M","4","3","100 m²","Rp 14.024.390 per m²","tel:+628993334194","Hubungi"
"Rumah baru CLUSTER KWALITAS SUPER di Jati asih Bekasi Etty","Jati Asih Bekasi kota, Jatiasih, Bekasi, Jawa Barat","Rp","750 jt","2","1","54 m²","Rp 9.615.385 per m²","tel:+628993334194","Hubungi"
"Rumah Bagus Di Aralia","Harapan Indah, Bekasi, Jawa Barat","Rp","1,25 M","3","2","100 m²","Rp 9.920.635 per m²","tel:+628161622336","Hubungi"
"SUMMARECON CROWN GADING","Tarumajaya Bekasi 15 Menit dari Kelapa Gading, Tarumajaya, Bekasi, Jawa Barat","Rp","847,28 jt","2","2","75 m²","Rp 15.405.091 per m²","tel:+6285156823966","Hubungi"
"Dijual CEPAT rumah cantik di Custer Harmoni","Harapan Indah, Bekasi, Jawa Barat","Rp","1,85 M","4","2","105 m²","Rp 17.619.048 per m²","tel:+628161622336","Hubungi"
"Dijual rumah Cluster Aralia, Harapan Indah Bekasi","Harapan Indah, Bekasi, Jawa Barat","Rp","1,95 M","4","3","125 m²","Rp 12.187.500 per m²","tel:+628161622336","Hubungi"
"Harapan Indah, Bekasi","Harapan Indah, Bekasi, Jawa Barat","Rp","1,35 M","3","2","120 m²","Rp 10.714.286 per m²","tel:+628161622336","Hubungi"
"Harapan Indah, Bekasi","Harapan Indah, Bekasi, Jawa Barat","Rp","1,35 M","3","2","120 m²","Rp 10.714.286 per m²","tel:+628161622336","Hubungi"
"Rumah Dijual Siap Huni Ada Balcon 1 1/2 Lantai Perum Grand Duta City Babelan Kota Bekasi Jawa Barat","Jl. Boulevard Grand Duta City, Babelan, Bekasi, Bekasi Utara, Bekasi, Jawa Barat","Rp","1,2 M","2","1","50 m²","Rp 17.142.857 per m²","tel:+6281808292194","Hubungi"
"CitraGran",". Jl Raya Alternatif Cibubur, Cikeas Udik, Bekasi, Cibubur, Bekasi, Jawa Barat","Rp","985 jt","3","2","100 m²","Rp 14.485.294 per m²","tel:+6281281816000","Hubungi"
"Z Living Grand Wisata Bekasi","Grand Wisata, Bekasi Timur, Bekasi, Jawa Barat","Rp","1,2 M","3","3","88 m²","Rp 18.181.818 per m²","tel:+6281219008221","Hubungi"
"Rumah Siap Huni Mustikajaya Vida Bekasi Luas 84m2","Jl Boulevard Vida Bekasi, Pedurenan,, Mustikajaya, Bekasi, Jawa Barat","Rp","1,1 M","3","3","90 m²","Rp 13.095.238 per m²","tel:+6281380003807","Hubungi"
"Emerald Terrace jatisari","Jalan Wibawa Mukti II, Bekasi Selatan, Bekasi, Jawa Barat","Rp","900 jt","2","2","51 m²","Rp 15.000.000 per m²","tel:+628388899974","Hubungi"
"Cluster De Pratama Jatiasih","Jl. Jatisari, Bekasi Selatan, Bekasi, Jawa Barat","Rp","600 jt","2","1","36 m²","Rp 8.333.333 per m²","tel:+628388899974","Hubungi"
"NEW LAUNCHING Summarecon Crown Gading","Bekasi, Bekasi, Jawa Barat","Rp","952 jt","3","3","149 m²","Rp 7.051.852 per m²","tel:+628121057607","Hubungi"
"Rumah baru bintara jaya 2 akses terdekat pondok kelapa jakarta timur","Jl.bintara jaya 2 gg pojok bintara jaya, Bintara Jaya, Bekasi, Jawa Barat","Rp","650 jt","3","2","90 m²","Rp 13.541.667 per m²","tel:+62087882005233","Hubungi"
"Rumah minimalis desain oke tanah luas di pondok ungu permai Bekasi","Pondok ungu, Pondok Ungu, Bekasi, Jawa Barat","Rp","625 jt","3","1","80 m²","Rp 6.944.444 per m²","tel:+6281280993923","Hubungi"
"jual rumah minimalis lokasi strategis di area jatibening raya caman bekasi","Jl raya jatibening caman kecamatan pondok gede, Caman, Bekasi, Jawa Barat","Rp","1,05 M","3","2","90 m²","Rp 14.583.333 per m²","tel:+62087882005233","Hubungi"
"Citra Gran Cibubur","The Mansion Blok K, Cibubur, Bekasi, Jawa Barat","Rp","1,2 M","2","1","80 m²","Rp 11.428.571 per m²","tel:+6282110518188","Hubungi"
"SIAP HUNI, Full Bata Merah, Free Biaya-Biaya, Cluster Exclusive 2 Lantai","Jl Raya Kranggan, Jatisampurna, Bekasi, Jawa Barat","Rp","1,190000301 M","4","3","84 m²","Rp 11.782.181 per m²","tel:+6289503910890","Hubungi"
"2 Jt Langsung AKAD, Ready Stok, Belakang RS Mitra Cibubur","Jl Raya Kodau, Jatisampurna, Cibubur, Bekasi, Jawa Barat","Rp","1,0000005 M","3","2","72 m²","Rp 10.526.321 per m²","tel:+6289503910890","Hubungi"
"Belakang RS Mitra, Free Biaya-Biaya, Full Bata Merah, Cluster Exclusive 2 Lantai","Jl Raya Kranggan, jatisampurna, Cibubur, Bekasi, Jawa Barat","Rp","1,000000502 M","3","2","60 m²","Rp 10.526.321 per m²","tel:+6289503910890","Hubungi"
"Rumah Baru Cluster Exclusive di Jalan Juanda Bekasi Timur","Jl. Juanda, Bekasi Timur, Bekasi, Jawa Barat","Rp","1,051 M","6","2","60 m²","Rp 14.597.222 per m²","tel:+628121058303","Hubungi"
"Rumah Baru Siap Huni Murah Di Mangun Jaya Tambun Selatan","Taman Raya Mangun Jaya Tambun Selatan Bekasi, Tambun Selatan, Bekasi, Jawa Barat","Rp","400 jt","2","1","45 m²","Rp 6.666.667 per m²","tel:+6289647528786","Hubungi"
"Harapan Indah",". Jl Bekasi Raya, Medan Satria, Bekasi, Medan Satria, Bekasi, Jawa Barat","Rp","495 jt","2","1","60 m²","Rp 13.750.000 per m²","tel:+628974747345","Hubungi"
"Kota Harapan Indah","Jl Bekasi Raya, Bekasi, Bekasi, Jawa Barat","Rp","495 jt","2","1","36 m²","Rp 8.250.000 per m²","tel:+628974747345","Hubungi"
"Rumah Subsidi Tanpa DP , Griya Srimahi indah, Bekasi Tambun Utara","Jln Raya Srimahi Bekasi tambun Utara, Tambun Utara, Bekasi, Jawa Barat","Rp","179 jt","1","1","22 m²","Rp 2.983.333 per m²","tel:+6282112825985","Hubungi"
"Rumah Murah Rawasapi Jatimulya Bekasi","jalan Al-Huda Rawasapi Jatimulya, Jati Mulya, Bekasi, Jawa Barat","Rp","465 jt","","","45 m²","Rp 7.750.000 per m²","tel:+6281399313109","Hubungi"
"Kota Harapan Indah Cluster Taman Puspa","Jl. Bekasi Raya, Medan Satria, Bekasi, Medan Satria, Bekasi, Jawa Barat","Rp","1,5 M","3","3","90 m²","Rp 25.000.000 per m²","tel:+6281905634038","Hubungi"
"Kota Harapan Indah Boulevard Hijau","Boulevard Hijau Blok i24 no 1 dan 1A, Bekasi Barat, Bekasi, Jawa Barat","Rp","1,05 M","3","2","110 m²","Rp 15.000.000 per m²","tel:+6281905634038","Hubungi"
"Rumah dijual di Harapan indah, Bekasi Barat  Di cluster Ifolia ( Huk)","Harapan Indah, Bekasi, Jawa Barat","Rp","2,1 M","4","3","259 m²","Rp 7.500.000 per m²","tel:+6281511682777","Hubungi"
"Rumah dijual di Jatiwaringin exclusive dalam perumahan bekasi","Jln, Bekasi Selatan, Bekasi, Jawa Barat","Rp","4,5 M","","","220 m²","Rp 18.987.342 per m²","tel:+6282190795325","Hubungi"
"Rumah BARU MEWAH MURAH dlm CLUSTER dkt Tol Jati warna Etty","Kodau Jati warna pondok Gede Bekasi kota, Jati Warna, Bekasi, Jawa Barat","Rp","1,295 M","4","3","110 m²","Rp 15.792.683 per m²","tel:+628993334194","Hubungi"
"Rumah Murah Dekat Stasiun Bekasi Kota","Perumahan Vila Mutiara Gading 3 Taman Kebalen, Bekasi Utara, Bekasi, Jawa Barat","Rp","300 jt","2","1","50 m²","Rp 5.000.000 per m²","tel:+6281316913669","Hubungi"
"Rumah 1, 5 Lantai Kamar Tiga Di Villa Mutiara Gading 3 Bekasi Utara","Villa mutiara gading 3 taman kebalen Bekasi y, Babelan, Bekasi, Jawa Barat","Rp","420 jt","3","1","90 m²","Rp 7.000.000 per m²","tel:+6281316913669","Hubungi"
"Dijual Murah Rumah Mewah 3, 5 Lantai Furnished Di Galaxy City Bekasi Kota","Grand Galaxy City Bekasi Selatan, Galaxy, Bekasi, Jawa Barat","Rp","2,5 M","4","5","400 m²","Rp 12.500.000 per m²","tel:+6281316913669","Hubungi"
"Dijual Rumah Millenial 700 jutaan Free Biaya Free Canopy di Jatisampurna Bekasi","cibubur, Jatisampurna, Bekasi, Jawa Barat","Rp","760 jt","3","2","65 m²","Rp 11.515.152 per m²","tel:+6285156349533","Hubungi"
"Kodau jati mekar Jati Bening pondok gede Bekasi kota","Kodau  Jati mekar Jati Bening Pondok, Pondokgede, Bekasi, Jawa Barat","Rp","990 jt","3","2","75 m²","Rp 9.428.571 per m²","tel:+628993334194","Hubungi"
"Summarecon Crown Gading New Launching. Harga Perdana Pasti Untung!","Cluster Jasmia Summarecon Crown Gading, Tarumajaya, Bekasi, Jawa Barat","Rp","2,713 M","4","4","149 m²","Rp 20.096.296 per m²","tel:+62817177124","Hubungi"
"Dijual Mulberry Summarecon Bekasi, Hunian 2 Lantai Tepi Danau, More Luxurious More Spacious","Jl Raya Perjuangan Bekasi, Summarecon Bekasi, Bekasi, Jawa Barat","Rp","2,3287 M","4","4","117 m²","Rp 19.903.419 per m²","tel:+62817177124","Hubungi"
"Magenta Summarecon Bekasi, Rumah 2 Lt Siap Huni, DP 0%","Jl. Magenta, The Orchad Summarecon Bekasi, Summarecon Bekasi, Bekasi, Jawa Barat","Rp","1,2 M","2","2","55 m²","Rp 21.818.182 per m²","tel:+62817177124","Hubungi"
