"nav-link","listing-location","currency","price","bed","bath","listing-floorarea","listing-floorarea 2","hidden-sm href 2","hidden-sm 2"
"Depok Citayam","Jalan Pabuaran Citayam Depok, Citayam, Depok, Jawa Barat","Rp","200 jt","2","1","40 m²","Rp 4.000.000 per m²","",""
"Rumah murah dekat mall sawangan","Sawangan, Depok, Jawa Barat","Rp","675 jt","3","2","70 m²","Rp 9.375.000 per m²","",""
"Medhina Residence","Jalan Garuda 2, Sawangan, Depok, Jawa Barat","Rp","450 rb","2","1","40 m²","Rp 6.618 per m²","",""
"Griya Pitara",". Jl. Pitara, Raya, Pitara, Pancoran Mas, Depok, Jawa Barat","Rp","690 jt","2","1","42 m²","Rp 10.147.059 per m²","",""
"Rumah Terlaris Cash/KPR Bonus Kanopi","Jl Nagka, Sawangan, Depok, Jawa Barat","","350","2","1","45 m²","Rp 5 per m²","",""
"Pitara pancoran mas delok","Jl. Raya Sawangan, Pancoran Mas, Pancoran Mas, Depok, Jawa Barat","Rp","695 jt","2","1","50 m²","Rp 10.220.588 per m²","",""
"Rumah Cash Free Kitchen Set Dekat Jalan Utama, Legalitas SHM di Citayam. Nego","jln raya. pasir angin nanggerang citayam depok, Cipayung, Depok, Jawa Barat","Rp","250 jt","2","1","36 m²","Rp 4.166.667 per m²","",""
"Rumah Ready Siap Huni Lokasi Strategis, Legalitas Shm. Dekat Jalan Utama di Citayam","jln raya. citayam depok, Citayam, Depok, Jawa Barat","Rp","250 jt","2","1","55 m²","Rp 4.545.455 per m²","",""
"Rumah Mewah Minimalis di Kelapa Dua Depok dekat UI Margonda","Depok Kelapa dua, Margonda Universitas Indonesia, Kelapa Dua, Depok, Jawa Barat","Rp","1,596 M","3","3","90 m²","Rp 19.000.000 per m²","",""
"Castilla Residence Sawangan Depok","Sawangan, Sawangan, Depok, Jawa Barat","Rp","1,4 M","4","4","192 m²","Rp 16.470.588 per m²","",""
"Pesona Khayangan Margonda Depok","Jl. Margonda Depok, Margonda, Depok, Jawa Barat","Rp","3,5 M","6","3","190 m²","Rp 9.722.222 per m²","",""
"Grand Depok City Chrysant","Gdc, Cilodong, Depok, Jawa Barat","Rp","1 M","","","128 m²","Rp 7.407.407 per m²","",""
"Rumah bagus strategis dekat stasiun depok","Depok Lama, Depok, Jawa Barat","Rp","599 jt","2","1","70 m²","Rp 6.175.258 per m²","",""
"Green Melwood","Jl Cibeteung Muara,Ciseeng, Bojongsari, Depok, Jawa Barat","Rp","350 jt","2","1","35 m²","Rp 5.000.000 per m²","",""
"Rumah 2 lantai dekat Tol Cijago, 10 mnt ke Pesona Square.","Margonda, Depok, Jawa Barat","Rp","880 jt","3","2","72 m²","Rp 14.666.667 per m²","",""
"Puri Angsana Loka","Jl. Legok Semun No. 85 Pengasinan Sawangan Depok, Sawangan, Depok, Jawa Barat","Rp","1,35225 M","3","3","90 m²","Rp 10.993.902 per m²","",""
"Puri Angsana Loka","Jl. Legok Semun No. 85 Pengasinan Sawangan Depok, Sawangan, Depok, Jawa Barat","Rp","1,2249 M","3","3","90 m²","Rp 12.008.824 per m²","",""
"Pancoran Mas","Strategis 900 Meter Ke Pintu Tol, Pancoran Mas, Depok, Jawa Barat","Rp","1,149 M","3","3","110 m²","Rp 16.414.286 per m²","",""
"Pancoran Mas","Rumah Mewah 900 Meter Ke Pintu Tol, Pancoran Mas, Depok, Jawa Barat","Rp","800,000503 jt","3","2","75 m²","Rp 11.428.579 per m²","",""
"Pancoran mas","5 Menit Ke Stasiun Kereta, Pancoran Mas, Depok, Jawa Barat","Rp","690,0008 jt","2","1","50 m²","Rp 9.583.344 per m²","",""
"Rumah 2, 5 lantai dekat exit Tol Cimanggis","Cimanggis, Depok, Jawa Barat","Rp","675 jt","3","2","60 m²","Rp 14.673.913 per m²","",""
"Depok Cimanggis","L park, Cimanggis, Depok, Jawa Barat","Rp","1,003524651 M","2","1","40 m²","Rp 14.336.066 per m²","",""
"Rumah 2 lantai dekat stasiun LRT Cibubur","Jl Kapitan, Harjamukti, Depok, Jawa Barat","Rp","750 jt","3","2","60 m²","Rp 15.000.000 per m²","",""
"Rumah Classic Modern dekat exit Tol Cisalak/Cijago.","Jl Kapitan, Cimanggis, Depok, Jawa Barat","Rp","880 jt","3","2","72 m²","Rp 14.666.667 per m²","",""
"Bukit Pesona Indah","ciater wareng,gunung sindur bogor, Bojongsari, Depok, Jawa Barat","Rp","490 jt","2","1","45 m²","Rp 4.537.037 per m²","",""
"villa ciater Residence","jalan ciater wareng.. rawakalong, Bojongsari, Depok, Jawa Barat","Rp","400 jt","2","1","45 m²","Rp 5.333.333 per m²","",""
"Majid residence","Citayam, Citayam, Depok, Jawa Barat","Rp","220 jt","2","1","36 m²","Rp 4.400.000 per m²","",""
"Rumah Murah Tanah Baru Beji","Jalan Raden sanim tanah baru, Beji, Depok, Jawa Barat","Rp","850 jt","3","2","70 m²","Rp 10.240.964 per m²","",""
"Jl sukatani","Jl. Gas Alam, Cimanggis, Cimanggis, Depok, Jawa Barat","Rp","800 jt","3","2","70 m²","Rp 11.111.111 per m²","",""
"Rumah Syariah 2 lantai rumah lokasi strategis di sawangan depok","jalan raya pengasinan sawangan depok, Sawangan, Depok, Jawa Barat","Rp","720 jt","3","2","60 m²","Rp 9.230.769 per m²","",""
"Dijual Rumah Cantik Dalam Komplek Besar","Cinere, Depok, Jawa Barat","Rp","1,9 M","3","2","150 m²","Rp 10.555.556 per m²","",""
"Rumah Brand New Desain Modern Elegan dalam Komplek Besar dan Asri di Cinere","Cinere, Depok, Jawa Barat","Rp","4,6 M","4","3","225 m²","Rp 23.589.744 per m²","",""
"Rumah Siap Huni Modern Minimalis Di YVE Habitat Limo Dekat Toll Krukut Cinere","Cinere, Depok, Jawa Barat","Rp","2,5 M","3","3","115 m²","Rp 20.833.333 per m²","",""
"Promo Free Semua Biaya","Jatimulya, Cilodong, Depok, Jawa Barat","Rp","821 jt","3","3","71 m²","Rp 9.773.810 per m²","",""
"KPR tanpa BI ceking, Cicilan flat sampai lunas di Depok","Jl. Depok, Sawangan, Depok, Jawa Barat","Rp","340 jt","2","1","38 m²","Rp 6.800.000 per m²","",""
"DP 0% Free Semua Biaya","Sukma Jaya, Depok, Jawa Barat","Rp","725 jt","3","2","56 m²","Rp 10.984.848 per m²","",""
"Grand Depok City","Jl parung serab KSU, Depok Lama, Depok, Jawa Barat","Rp","580 jt","2","1","42 m²","Rp 6.904.762 per m²","",""
"HQ2P+MG4, Jl. Tugu Macan, Ragajaya, Kecamatan Bojonggede, Kabupaten Bogor, Jawa Barat","Jl Raya Nanggerang, Citayam, Depok, Jawa Barat","Rp","245 jt","2","1","60 m²","Rp 4.083.333 per m²","",""
"GSH Properti ~ Townhouse Muslim Cimanggis","Pringgodani, Cimanggis, Depok, Jawa Barat","Rp","1,3453125 M","3","2","75 m²","Rp 14.947.917 per m²","",""
"Dijual Rumah 2 Lantai DP Ringan 10 Menit Tol Cijago Free Biaya Cimanggis Depok","Cimanggis, Cimanggis, Depok, Jawa Barat","Rp","775 jt","3","2","60 m²","Rp 11.923.077 per m²","",""
"Dijual Rumah Gaya Bali Cimanggis Depok 10 Menit Tol Cijago Dekat Stasiun Pocin Promo Gratis Biaya","Sukamaju Baru, Cimanggis, Depok, Jawa Barat","Rp","563 jt","2","1","37 m²","Rp 9.229.508 per m²","",""
"Dijual Rumah Depok Nuansa Bali Dekat Jakarta Selatan 10 Menit Tol Jorr, Desari DP Ringan Free Biaya","Cinangka, Sawangan, Depok, Jawa Barat","Rp","720 jt","3","2","60 m²","Rp 10.588.235 per m²","",""
"Akses STRATEGIS! ! Hunian Cantik di Depok Kota","Pancoran Mas, Depok, Jawa Barat","Rp","799,8 jt","3","2","70 m²","Rp 10.387.013 per m²","",""
"Dijual Rumah Gaya Bali 2 Lantai Cimanggis Depok 5 Menit Pintu Tol Cijago Dekat Stasiun Free Biaya","Cimanggis, Cimanggis, Depok, Jawa Barat","Rp","839,32 jt","3","2","69 m²","Rp 11.657.222 per m²","",""
"Dijual Rumah Siap Huni Cilodong Depok 5 Menit GDC 10 Menit Stasiun DP Ringan Promo Free Biaya","Jatimulya, Cilodong, Depok, Jawa Barat","Rp","600 jt","3","2","54 m²","Rp 6.666.667 per m²","",""
"Dijual Rumah Mewah 2 Lantai 5 Menit ke Tol Cibubur DP 0 Bonus AC Free Biaya","Cimanggis, Cimanggis, Depok, Jawa Barat","Rp","775 jt","3","2","60 m²","Rp 11.923.077 per m²","",""
"Dijual Rumah 2 Lantai Termurah Dekat Grand Depok City Tol Margonda DP Ringan Free Biaya","Kalibaru, Cilodong, Depok, Jawa Barat","Rp","800 jt","3","3","65 m²","Rp 11.940.299 per m²","",""
"Dijual Rumah 2 Lantai Mezzanine Dekat Cibubur JakTim 7 Menit  Tol Cisalak DP Ringan","Cibubur Mekarsari, Cimanggis, Depok, Jawa Barat","Rp","800 jt","3","2","72 m²","Rp 13.333.333 per m²","",""
"Dijual Rumah 2 Lantai Dekat GDC Free Biaya DP Ringan 12 Menit Tol Margonda","Kalibaru, Cilodong, Depok, Jawa Barat","Rp","960 jt","3","3","74 m²","Rp 10.666.667 per m²","",""
"Dijual Rumah 2 Lantai 5 Menit ke Tol Cibubur Tol Cijago DP 0 Gratis Biaya","Cimanggis, Cimanggis, Depok, Jawa Barat","Rp","678 jt","3","2","54 m²","Rp 11.300.000 per m²","",""
"Dijual Rumah 2 Lantai Dekat ke Cibubur DP Ringan 7 Menit Tol Cisalak Cijago","Mekarsari Cibubur, Cimanggis, Depok, Jawa Barat","Rp","765 jt","3","2","66 m²","Rp 13.909.091 per m²","",""
"Rumah Depok Cibubur Strategis Asri Nuansa Bali dekat LRT dan Tol","Cibubur, Cimanggis, Depok, Jawa Barat","Rp","749 jt","2","1","42 m²","","",""
"Rumah Cimanggis Depok 2 Lantai Pinggir Jalan Raya Dekat Cibubur Hanya 5 Menit ke Pintu Tol","Jalan Raya Ciherang, Cimanggis, Depok, Jawa Barat","Rp","800 jt","3","2","69 m²","Rp 11.428.571 per m²","",""
"Promo DP 0% Free biaya rumah baru 2 lantai dekat Tol Cijago dan stasiun pondokcina","Jalan pekapuran cimanggis Depok, Cimanggis, Depok, Jawa Barat","Rp","870,75 jt","3","2","61 m²","Rp 12.093.750 per m²","",""
"Promo DP 0 Free biaya Rumah 2 lantai di jalan merdeka Depok2  10 menit tol Cijago","Jalan Merdeka Abadijaya Sukmajaya kota Depok, Sukma Jaya, Depok, Jawa Barat","Rp","749,5 jt","2","2","51 m²","Rp 12.491.667 per m²","",""
"Dijual Rumah Cilangkap Depok Termurah Dekat Tol Cimanggis Pinggir Jalan Raya Free Biaya","Cilangkap, Tapos, Depok, Jawa Barat","Rp","525 jt","2","1","40 m²","Rp 7.000.000 per m²","",""
"Dijual Rumah 2 Lantai Cilodong Depok 5 Menit GDC Dekat Tol Margonda Promo DP 0 Free Biaya","Kalibaru, Cilodong, Depok, Jawa Barat","Rp","726 jt","3","2","56 m²","Rp 12.100.000 per m²","",""
"Dijual Rumah 2 Lantai Cilodong Depok 5 Menit ke GDC 10 Menit Margonda DP Suka Suka Free Biaya","Kalimulya, Cilodong, Depok, Jawa Barat","Rp","750 jt","3","2","60 m²","Rp 12.096.774 per m²","",""
"Dijual Rumah 2 Lantai Depok Termurah 10 Menit Tol Cibubur Promo DP Ringan Free Biaya","Pedurenan, Cimanggis, Depok, Jawa Barat","Rp","874 jt","3","2","78 m²","Rp 14.566.667 per m²","",""
"TownHouse Mewah Luas Strategis, 15 menit TBSimatupang Cilandak Fatmawati JakSel via Tol DepokAntasari","Jalan Duren Rangkapan Jaya Pancoran Mas Depok, Rangkapanjaya, Depok, Jawa Barat","Rp","1,1 M","3","4","110 m²","Rp 15.277.778 per m²","",""
"Dijual Rumah Depok akses jalan utama 9menit Stasiun Depok Baru 10 Menit Tol Desari dan Free Biaya","Pancoran Mas, Rangkapanjaya, Depok, Jawa Barat","Rp","800 jt","3","2","70 m²","Rp 10.810.811 per m²","",""
"Dijual Rumah Gaya Bali Cilodong Depok Dekat Tol Margonda 5 Menit GDC DP 0 Free Biaya","Jatimulya, Cilodong, Depok, Jawa Barat","Rp","464 jt","2","1","38 m²","Rp 7.733.333 per m²","",""
"Dijual Rumah 2 LT Depok Termurah Dekat GDC 10 Menit Stasiun Depok, Tol Margonda DP Ringan Free Biaya","Jatimulya, Cilodong, Depok, Jawa Barat","Rp","950 jt","3","3","64 m²","Rp 11.309.524 per m²","",""
"Dijual Rumah Cantik Depok Nuansa Bali 10 Menit Pintu Tol JORR Promo Free Biaya DP Ringan","Cinangka, Sawangan, Depok, Jawa Barat","Rp","600 jt","2","1","38 m²","Rp 8.000.000 per m²","",""
"Dijual Rumah 2 Lantai Cilodong Depok 5 Menit GDC Dekat Tol Margonda DP 0 Free Biaya","Jatimulya, Cilodong, Depok, Jawa Barat","Rp","580 jt","3","2","54 m²","Rp 966.667 per m²","",""
"Dijual Rumah 2 Lantai Cilodong Depok 2 Menit Grand Depok City 10 Menit Stasiun DP 0% Free Biaya","Cilodong, Cilodong, Depok, Jawa Barat","Rp","700 jt","3","2","56 m²","Rp 11.475.410 per m²","",""
"Rumah Cantik Cimanggis Depok Akses 3 Pintu Tol DP Ringan Gratis Biaya","Cimanggis, Cimanggis, Depok, Jawa Barat","Rp","550 jt","2","1","37 m²","Rp 7.971.014 per m²","",""
"Dijual Rumah 2 Lantai Cimanggis Depok 10 Menit Tol Cijago Dekat Stasiun Pocin Free Biaya","Pekapuran, Cimanggis, Depok, Jawa Barat","Rp","750 jt","3","2","63 m²","Rp 12.096.774 per m²","",""
"Dijual Rumah Mewah Depok Nuansa Bali Dekat Jakarta Selatan, Stasiun 10 Menit Tol Desari Free Biaya B","Rangkapan Jaya, Pancoran Mas, Depok, Jawa Barat","Rp","975 jt","4","4","105 m²","Rp 13.541.667 per m²","",""
"Rumah Seken Murah di Tangsel Dekat Sawangan DP Ringan Bisa KPR","Jalan Kemuning 5, Sawangan, Depok, Jawa Barat","Rp","635 jt","2","1","50 m²","Rp 7.559.524 per m²","",""
"Dijual Rumah 2 Lantai Mezzanine Dekat Jak Tim DP Ringan 7 Menit ke Tol Cijago 15 Menit Tol Cibubur","Mekarsari, Cimanggis, Depok, Jawa Barat","Rp","740 jt","4","5","60 m²","Rp 14.509.804 per m²","",""
"Dijual Rumah 2 Lantai Gaya Bali Dekat GDC 10 Menit Stasiun Depok 12 Menit Tol Margonda Free Biaya","Kalibaru, Cilodong, Depok, Jawa Barat","Rp","980 jt","3","3","75 m²","Rp 10.652.174 per m²","",""
"Perumahan kpr dekat stasiun citayam tanpa dp","Cipayung depok, Citayam, Depok, Jawa Barat","Rp","485 jt","2","","45 m²","Rp 8.083.333 per m²","",""
"Pesona Cinere Residence","Jl. Raya Cinere, Grogol, Limo, Limo, Depok, Jawa Barat","Rp","680 jt","2","1","45 m²","Rp 11.333.333 per m²","",""
"Permata Cimanggis Cluster Topaz",". Jl. Raya Tapos, Cilangkap, Cimanggis, Depok, Jawa Barat","Rp","480 jt","3","2","60 m²","Rp 16.000.000 per m²","",""
"Lembah Griya Indah",". Jl. Cipayung Jaya, Cipayung, Depok, Jawa Barat","Rp","200 jt","2","1","40 m²","Rp 3.333.333 per m²","",""
"Rumah Moderen Dengan Dengan DP 0%","Jalan Garuda, Sawangan, Depok, Jawa Barat","Rp","450 jt","2","1","40 m²","Rp 6.617.647 per m²","",""
"Medhina Residence 3","Jalan Garuda 2, Sawangan, Depok, Jawa Barat","Rp","400 jt","2","1","40 m²","Rp 6.666.667 per m²","",""
"DP 0% Mekarsari Cimanggis","Mekarsari, Depok, Jawa Barat","Rp","735 jt","3","2","54 m²","Rp 12.250.000 per m²","",""
"Rumah KPR Terlaris Bonus Kanolpi","Sawangan, Depok, Jawa Barat","","350","2","1","45 m²","Rp 5 per m²","",""
"sukmajaya harga all in","jl tole iskandar, Sukma Jaya, Depok, Jawa Barat","Rp","570 jt","2","2","50 m²","Rp 14.250.000 per m²","",""
"Cinere","Jl H Midi No 33a, Cinere, Depok, Jawa Barat","Rp","545 jt","2","1","42 m²","Rp 9.083.333 per m²","",""
"Jual Rumah 2 Lantai Harga Terbaik di Yve Habitat DP Ringan Bisa KPR","Cinere, Depok, Jawa Barat","Rp","1,98 M","2","2","83 m²","Rp 16.500.000 per m²","",""
"cinere","puri cinere, Cinere, Depok, Jawa Barat","Rp","2 M","4","3","200 m²","Rp 13.333.333 per m²","",""
"Rumah Seken Minimalis Siap Huni di Yve Habitat Siap KPR","Limo, Depok, Jawa Barat","Rp","1,98 M","2","2","83 m²","Rp 16.500.000 per m²","",""
"Dijual Rumah Siap Huni di Diamond Golden Cinere Grogol Depok Dekat Akses Tol Gratis KPR","Limo, Depok, Jawa Barat","Rp","999 jt","3","3","75 m²","Rp 10.406.250 per m²","",""
"The Akasia Terrace","Pondok Petir, Bojongsari, Kota Depok, Bojongsari, Depok, Jawa Barat","Rp","1,35 M","3","3","75 m²","Rp 10.887.097 per m²","",""
"Bojongsari","Rumah Nyaman Kekinian Akses 2 Mobil, Bojongsari, Depok, Jawa Barat","Rp","550 jt","2","1","52 m²","Rp 7.333.333 per m²","",""
"Pancoran mas","900 Meter Ke Pintu Tol, Pancoran Mas, Depok, Jawa Barat","Rp","895 jt","3","3","90 m²","Rp 13.161.765 per m²","",""
"Grand Depok City","Jl. Boulevard Grand Depok City,Tirtajaya, Sukma Jaya, Depok, Jawa Barat","Rp","944 jt","3","2","64 m²","Rp 11.800.000 per m²","",""
"depok timur","jl tole iskandar, Sukma Jaya, Depok, Jawa Barat","Rp","570 jt","2","2","50 m²","Rp 14.250.000 per m²","",""
"Raffles Hills",". Jl. Alternatif Cibubur, Cimanggis, Cimanggis, Depok, Jawa Barat","Rp","1,25 M","3","2","150 m²","Rp 10.416.667 per m²","",""
"Abdul Gani Cilodong Depok","Abdul Gani, Cilodong, Depok, Jawa Barat","Rp","675 jt","2","1","46 m²","Rp 11.250.000 per m²","",""
"Cilodong Depok","Cilodong, Depok, Jawa Barat","Rp","451 jt","2","1","40 m²","Rp 9.020.000 per m²","",""
"Depok GDC","Cilodong, Depok, Jawa Barat","Rp","457 jt","2","1","40 m²","Rp 9.140.000 per m²","",""
"Arabella residence","Jalan Al Hidayah, Cilodong, Depok, Jawa Barat","Rp","450 jt","2","1","40 m²","Rp 9.000.000 per m²","",""
"Rumah Nyaman Murah Lokasi Strategis, Dekat Jalan Utama, Akses Mobil di Citayam. Nego","jln raya. pasir angin nanggerang, Cipayung, Depok, Jawa Barat","Rp","235 jt","2","1","36 m²","Rp 3.916.667 per m²","",""
"Rumah Siaphuni Villa Bunda 3 Di Cibubur","Jl.raya besar, Cimanggis, Depok, Jawa Barat","","700","3","2","65 m²","Rp 9 per m²","",""
"DIJUAL RUMAH FULL RENOVASI! ! Jl. Seram Komplek Megapolitan Cinere, No. H259û",". Megapolitan Cinere Estate Jl. Seram, Cinere, Depok, Cinere, Depok, Jawa Barat","Rp","3,19 M","5","5","280 m²","Rp 13.291.667 per m²","",""
"Pasir putih sawangan Depok","Pasir putih, Sawangan, Depok, Jawa Barat","Rp","295 jt","2","1","36 m²","Rp 4.916.667 per m²","",""
"Di Jual Rumah 2 Lantai di Selatan Jakarta dengan Konsep Kota  Mandiri dekat dengan Tol Pamulang , De","Cimanggis, Depok, Jawa Barat","Rp","1,1 M","3","2","69 m²","Rp 15.277.778 per m²","",""
"Rumah Cinangka Sawangan Dekat Bandara Pondok Cabe","Jl. Cinangka, Sawangan, Depok, Jawa Barat","Rp","731 jt","2","2","55 m²","Rp 11.603.175 per m²","",""
"Jalan Muchtar sawangan depok",". Jalan sawangan jati, Bojongsari, Depok, Jawa Barat","Rp","300 jt","2","1","36 m²","Rp 5.555.556 per m²","",""
"Di jual rumah siap huni","Jln.kemang raya sawangan depok, Sawangan, Depok, Jawa Barat","Rp","265 jt","2","1","36 m²","Rp 5.300.000 per m²","",""
"Dijual Rumah siap huni Di Depok","Jl.boulevard Grand Depok City, Cilodong, Depok, Jawa Barat","Rp","1,6 M","3","2","68 m²","Rp 13.333.333 per m²","",""
"Grand Depok City","Jl. Boulevard Grand Depok City,Tirtajaya, Sukma Jaya, Depok, Jawa Barat","Rp","1,1 M","3","2","75 m²","Rp 10.679.612 per m²","",""
"Jual Rumah Minimalis Siap Huni di Pamulang Park Residence Dekat Sawangan Harga All In Siap KPR","Pamulang Park Residence, Sawangan, Depok, Jawa Barat","Rp","999 jt","2","1","60 m²","Rp 8.256.198 per m²","",""
"Grand Depok City Kav AL","Jl. Boulevard Grand Depok City,Tirtajaya, Sukma Jaya, Depok, Jawa Barat","Rp","962 jt","3","2","69 m²","Rp 12.493.506 per m²","",""
"Cuma 3 Juta Punya Rumah Konsep Mezaninen Unit Ready Stock","Jl. Kalibaru Cilodong, Cilodong, Depok, Jawa Barat","Rp","650 jt","2","1","38 m²","Rp 10.833.333 per m²","",""
"Cilodong GDC","Kavling BRI GDC, Cilodong, Depok, Jawa Barat","Rp","851 jt","3","3","74 m²","Rp 11.051.948 per m²","",""
"Grand Depok City","Jl. Boulevard Grand Depok City,Tirtajaya, Sukma Jaya, Depok, Jawa Barat","Rp","850 jt","3","3","74 m²","Rp 11.038.961 per m²","",""
"Cinere","Rumah Nyaman 900 Meter Ke Pintu Tol, Cinere, Depok, Jawa Barat","Rp","825,000007 jt","3","2","75 m²","Rp 11.785.714 per m²","",""
"Rumah 400jt 4 unit kalimulya","Jln kalimulya, Cilodong, Depok, Jawa Barat","Rp","420 jt","2","1","38 m²","Rp 5.384.615 per m²","",""
"Selangkah Ke LRT Cibubur","Jalan Pratidina, Cimanggis, Depok, Jawa Barat","Rp","1,110755 M","3","2","70 m²","Rp 13.545.793 per m²","",""
"Promo 5 Unit Pertama 190 Juta! 10 Menit Ke Stasiun Depok Lama","Jl. Taman Jaya, Cipayung, Depok, Jawa Barat","Rp","190 jt","2","1","50 m²","Rp 9.047.619 per m²","",""
"RUMAH 2 LANTAI BAGUS MEWAH","jl raya sukahati cibinong bogor, Kelapa Dua, Depok, Jawa Barat","Rp","454,444444 jt","3","2","51 m²","Rp 6.586.151 per m²","",""
"Mampang",". Jl. Pramuka, Mampang, Depok, Pancoran Mas, Depok, Jawa Barat","Rp","995 jt","4","3","110 m²","Rp 12.437.500 per m²","",""
"Kepoin yuk! Rumah mewah harga promo hanya 185jt di citayam cipayung depok","Jl. Raya nanggerang tugu macan citayam cipayung, Sawangan, Depok, Jawa Barat","Rp","185 jt","2","1","36 m²","Rp 3.700.000 per m²","",""
"Rumah berkualitas harga terbaik hanya 200jtan free kitchen set di citayam","Jl. Raya nanggerang tugu macan citayam cipayung, Cipayung, Depok, Jawa Barat","Rp","210 jt","2","1","30 m²","Rp 4.200.000 per m²","",""
"PROMO CLUSTER SEMI MINIMALIS HANYA 185JT DI CITAYAM, YUK SURVEY!","Jl. Raya nanggerang tugu macan citayam cipayung, Sawangan, Depok, Jawa Barat","Rp","185 jt","2","1","36 m²","Rp 3.700.000 per m²","",""
"Rumah Cantik Di Jalan Raya Bogor Nempel Jakarta Timur Bebas Banjir","Area Trubus Dekat  Pintu Tol Cisalak Cimanggis, Harjamukti, Depok, Jawa Barat","Rp","861,78 jt","3","2","54 m²","Rp 12.862.388 per m²","",""
"Kahfi Apartkos Beji Depok","Jl.joglo kukusan depok, Beji, Depok, Jawa Barat","Rp","2,89 M","10","10","250 m²","Rp 29.191.919 per m²","",""
"Rumah Murah Lokasi Kalimulya Depok","Jl Raya Kalimulya Depok, Cilodong, Depok, Jawa Barat","Rp","580 jt","2","1","42 m²","Rp 7.435.897 per m²","",""
"Rumah Siaphuni Di Depok 750 Jt","Rumah Siaphuni Di Depok 750 Jt, Tapos, Depok, Jawa Barat","Rp","750 jt","4","4","87 m²","Rp 10.869.565 per m²","",""
"Sukmajaya GDC","Kavling BRI, Sukma Jaya, Depok, Jawa Barat","Rp","895 jt","3","3","74 m²","Rp 11.623.377 per m²","",""
"Cilodong GDC","Kavling BRI, Cilodong, Depok, Jawa Barat","Rp","980 jt","3","3","74 m²","Rp 10.425.532 per m²","",""
