"nav-link","listing-location","currency","price","bed","bath","listing-floorarea","hidden-sm","listing-floorarea 2","hidden-sm href 2","hidden-sm 2"
"Dijual Murah Rumah Kos kos Baru Renov Di Koja Jakarta Utara.","Koja, Koja, Jakarta Utara, DKI Jakarta","Rp","2,5 M","10","10","200 m²","Hubungi","Rp 23.809.524 per m²","",""
"Rumah Dijual Cepat Di Taman Pulo Gebang","Taman Pulo Gebang, Pulo Gebang, Jakarta Timur, DKI Jakarta","Rp","1,8 M","4","3","200 m²","Hubungi","Rp 12.000.000 per m²","",""
"DIJUAL RUMAH  DI JAKARTA GARDEN CITY, CUSTER SHINANO","JAKARTA GARDEN CITY, CUSTER SHINANO, Jakarta Garden City/JGC, Jakarta Timur, DKI Jakarta","Rp","2,15 M","4","2","63 m²","Hubungi","Rp 23.888.889 per m²","",""
"DIJUAL CEPAT RUMAH DI SUNTER JAYA PERMAI","SUNTER JAYA PERMAI, Sunter, Jakarta Utara, DKI Jakarta","Rp","8,5 M","7","8","410 m²","Hubungi","Rp 23.480.663 per m²","",""
"Dijual 1 unit Rumah Mewah siap huni di bukit gading villa","Kelapa Gading, Kelapa Gading, Jakarta Utara, DKI Jakarta","Rp","25 M","7","5","490 m²","Hubungi","Rp 49.504.950 per m²","",""
"Dijual rumah rapi dan siap huni di cluster terdepan Palm Spring Jakarta Garden City Jakarta Timur","Jakarta Garden City Jakarta Timur, Cakung, Jakarta Timur, DKI Jakarta","Rp","5,3 M","6","4","300 m²","Hubungi","Rp 22.083.333 per m²","",""
"Dijual rumah di Taman Modern, Cakung Jakarta Timur","Taman Modern, Cakung Jakarta Timur, Cakung, Jakarta Timur, DKI Jakarta","Rp","1,95 M","4","3","144 m²","Hubungi","Rp 13.541.667 per m²","",""
"DIJUAL Ruko Hook 3, 5 LT strategis didaerah Sunter Paradise Jakarta utara","Sunter Paradise Jakarta utara, Sunter, Jakarta Utara, DKI Jakarta","Rp","4,6 M","3","3","180 m²","Hubungi","Rp 58.974.359 per m²","",""
"Dijual rumah di Royal Residence , Pulogebang Cakung Jakarta timur","Pulogebang Cakung Jakarta timur, Cakung, Jakarta Timur, DKI Jakarta","Rp","5 M","4","3","250 m²","Hubungi","Rp 22.727.273 per m²","",""
"Dijual Rumah Hoek Siap Huni Metland Menteng Cakung Jakarta Timur","Metland Menteng Cakung Jakarta Timur, Cakung, Jakarta Timur, DKI Jakarta","Rp","3 M","4","3","190 m²","Hubungi","Rp 18.292.683 per m²","",""
"Dijual rumah di Taman Modern, cakung, jaktim","taman modern cakung, Cakung, Jakarta Timur, DKI Jakarta","Rp","3 M","3","2","200 m²","Hubungi","Rp 15.000.000 per m²","",""
"DIJUAL RUMAH HOOK ASRI di Taman Modern, Cakung , Jaktim","taman modern cakung, Cakung, Jakarta Timur, DKI Jakarta","Rp","7 M","6","4","350 m²","Hubungi","Rp 14.000.000 per m²","",""
"DIJUAL  RUMAH MEWAH Di Royal Resindence.","royal residence pulo gebang, Cakung, Jakarta Timur, DKI Jakarta","Rp","6 M","5","4","225 m²","Hubungi","Rp 27.272.727 per m²","",""
"Dijual homestay di Kelapa Gading Jakarta Utara","kelapa gading, Kelapa Gading, Jakarta Utara, DKI Jakarta","Rp","5,5 M","10","10","220 m²","Hubungi","Rp 42.968.750 per m²","",""
"rumah tua di tomang","jalan bluntas, Tomang, Jakarta Barat, DKI Jakarta","Rp","3,3 M","2","2","150 m²","Hubungi","Rp 20.245.399 per m²","",""
"rumah Kos Sunter","jalan Sunter Agung Perkasa, Sunter, Jakarta Utara, DKI Jakarta","Rp","12 M","10","10","750 m²","Hubungi","Rp 41.666.667 per m²","",""
"jalan kuantan","jalan kuantan, Cideng, Jakarta Pusat, DKI Jakarta","Rp","6,8 M","","","200 m²","Hubungi","Rp 23.611.111 per m²","",""
"Kedoya selatan","Alamanda, Kedoya, Jakarta Barat, DKI Jakarta","Rp","2,3 M","4","2","120 m²","Hubungi","Rp 25.555.556 per m²","",""
"Jagakarsa","Jl raya Timbul,cipedak jagakarsa,jakarta selatan, Jagakarsa, Jakarta Selatan, DKI Jakarta","Rp","4,95 M","4","4","300 m²","Hubungi","Rp 24.384.236 per m²","",""
"Duri kepa","Duri Mas Barat, Duri Kepa, Jakarta Barat, DKI Jakarta","Rp","4,6 M","4","3","300 m²","Hubungi","Rp 21.100.917 per m²","",""
"rumah siap huni di Grenvil","Jalan Asem, Green Ville, Jakarta Barat, DKI Jakarta","Rp","2,2 M","3","3","150 m²","Hubungi","Rp 27.500.000 per m²","",""
"Rumah Gaya Bali Taman Luas Area Pejaten Barat","Pejaten, Jakarta Selatan, DKI Jakarta","Rp","60 M","6","6","1130 m²","Hubungi","Rp 14.851.485 per m²","",""
"(ptp036) Jual Rumah 2 lantai camar sukapura Jakarta Utara","Jl. camar sukapura Jakarta Utara, Cilincing, Jakarta Utara, DKI Jakarta","Rp","1,3 M","5","2","120 m²","Hubungi","Rp 14.444.444 per m²","",""
"Puri indah, jakarta barat","Puri Indah, Jakarta Barat, DKI Jakarta","Rp","12,5 M","5","4","550 m²","Hubungi","Rp 34.722.222 per m²","",""
"Dijual rumah mewah di pejaten kemang jalan raya pasar minggu","Pejaten, Jakarta Selatan, DKI Jakarta","Rp","9 M","4","4","350 m²","Hubungi","Rp 40.723.982 per m²","",""
"Rumah Murah Baru Cipinang Kebembem Pulogadung Rawamangun","Jl.Cipinang kebembem, Cipinang, Jakarta Timur, DKI Jakarta","Rp","960 jt","2","2","69 m²","Hubungi","Rp 27.428.571 per m²","",""
"RUMAH MURAH 2 LANTAI UTAN KAYU MATRAMAN JAKARTA TIMUR","Jl Kambona Utan Kayu Jakarta Timur, Matraman, Jakarta Timur, DKI Jakarta","Rp","330 jt","2","1","28 m²","Hubungi","Rp 22.000.000 per m²","",""
"Kebayoran Baru- Rumah Lama Lokasi Stategis Area Darmawangsa","Kebayoran Baru, Jakarta Selatan, DKI Jakarta","Rp","22 M","4","4","450 m²","Hubungi","Rp 41.904.762 per m²","",""
"Dijual Turun Harga Banget Rumah Di Daerah Sumur Batu, Kemayoran","kemayoran, Kemayoran, Jakarta Pusat, DKI Jakarta","Rp","8,4 M","7","4","280 m²","Hubungi","Rp 21.428.571 per m²","",""
"Duren sawit","Duren Sawit, Jakarta Timur, DKI Jakarta","Rp","23 M","7","7","1000 m²","Hubungi","Rp 30.144.168 per m²","",""
"Kontrakan Ibu Sukma. Investasi Rumah/Kontrakan Kondisi Sudah Terisi","Jl. Rawamangun Utara, Jl. Gg. 3, Cempaka Putih, Jakarta Pusat, DKI Jakarta","Rp","950 jt","4","4","78 m²","Hubungi","Rp 24.358.974 per m²","",""
"Kemang, Rumah Klasik Lokasi Strategis Berhalaman luas, Jarang Tersediao","Kemang, Jakarta Selatan, DKI Jakarta","Rp","195 M","10","10","3000 m²","Hubungi","Rp 19.696.970 per m²","",""
"Lebak Bulus, Rumah Minimalis Cantik  Halaman Luas","Lebak Bulus, Jakarta Selatan, DKI Jakarta","Rp","15 M","5","5","500 m²","Hubungi","Rp 25.000.000 per m²","",""
"Lebak Bulus, Rumah Apik Rapi Terawat","Lebak Bulus, Jakarta Selatan, DKI Jakarta","Rp","10,5 M","5","4","628 m²","Hubungi","Rp 23.333.333 per m²","",""
"Kemang, Rumah Lama Kokoh, Hadap Timur Siap Huni","Kemang, Rumah Lama Siap Huni Kokoh, Hadap Timur, Kemang, Jakarta Selatan, DKI Jakarta","Rp","12,5 M","6","4","500 m²","Hubungi","Rp 27.777.778 per m²","",""
"Daan Mogot City","Daan Mogot City Jl Desa Semanan KM16, Semanan, Kali Deres, Jakarta Barat, DKI Jakarta","Rp","490 jt","2","2","48 m²","Hubungi","Rp 8.166.667 per m²","",""
"Pejaten Pasar Minggu, Rumah Cantik di Town House Eksklusif","Pejaten, Jakarta Selatan, DKI Jakarta","Rp","4,7 M","4","3","215 m²","Hubungi","Rp 33.571.429 per m²","",""
"Joglo","Joglo, Joglo, Jakarta Barat, DKI Jakarta","Rp","2,85 M","4","3","220 m²","Hubungi","Rp 17.272.727 per m²","",""
"Meruya","Meruya, Meruya, Jakarta Barat, DKI Jakarta","Rp","3,5 M","3","3","180 m²","Hubungi","Rp 26.119.403 per m²","",""
"Joglo","Joglo, Joglo, Jakarta Barat, DKI Jakarta","Rp","2,4 M","3","4","147 m²","Hubungi","Rp 26.086.957 per m²","",""
"Joglo","Joglo, Joglo, Jakarta Barat, DKI Jakarta","Rp","2,2 M","3","3","113 m²","Hubungi","Rp 24.444.444 per m²","",""
"Meruya","Meruya, Meruya, Jakarta Barat, DKI Jakarta","Rp","2,5 M","3","2","160 m²","Hubungi","Rp 20.000.000 per m²","",""
"Rumah skandinavia tiga lantai eksklusif di Bintato sektor 5 dekat stasiun KRL","Jalan Menjangan Raya, Bintaro, Jakarta Selatan, DKI Jakarta","Rp","1,68 M","3","3","132 m²","Hubungi","Rp 28.000.000 per m²","",""
"Jakarta timur","Batu ampar, Condet, Jakarta Timur, DKI Jakarta","Rp","198 jt","","","36 m²","Hubungi","Rp 11.000.000 per m²","",""
"Rumah 2 Lantai Luas 142m2 Type 4KT di Perumahan Taman Kencana Cengkareng","Cengkareng, Jakarta Barat, DKI Jakarta","Rp","1,6 M","4","2","212 m²","Hubungi","Rp 11.267.606 per m²","",""
"Rumah Luas 8x25 200m2 Type 3+1KT di Katamaran Indah Pantai Indah Kapuk Jakarta Utara","Pantai Indah Kapuk, Jakarta Utara, DKI Jakarta","Rp","7,3 M","3","2","350 m²","Hubungi","Rp 36.500.000 per m²","",""
"Rumah cantik Bumi Permata Indah","Bumi Permata Indah, Meruya, Jakarta Barat, DKI Jakarta","Rp","3,49 M","5","4","288 m²","Hubungi","","",""
"Turun Harga Rumah Mewah  Cilandak Timur","Jl. Bhakti, Cilandak, Jakarta Selatan, DKI Jakarta","Rp","11 M","4","4","500 m²","Hubungi","Rp 9.565.217 per m²","",""
"Pondok Indah Jakarta Selatan","Pondok Indah, Jakarta Selatan, DKI Jakarta","Rp","4,2 M","4","3","165 m²","Hubungi","Rp 48.275.862 per m²","",""
"Rumah Angsuran Mulai 3 Jutaan Free Biaya Biaya","Hunian Mewah Dilengkapi Fasilitas Super Lengkap, Buaran, Jakarta Timur, DKI Jakarta","Rp","16 jt","2","1","38 m²","Hubungi","Rp 222.222 per m²","",""
"Dijual rumah 2lt Cluster teresta , metland menteng luas 136m2 sdh shm","Metland menteng,ujung menteng, Cakung, Jakarta Timur, DKI Jakarta","Rp","2 M","3","3","150 m²","Hubungi","Rp 14.705.882 per m²","",""
"Dijual Rumah Mewah 2 Lantai siap Huni di Joglo dengan Private Pool","Jalan Kav DKI, Joglo, Jakarta Barat, DKI Jakarta","Rp","5,3 M","5","5","308 m²","Hubungi","Rp 26.767.677 per m²","",""
"Dijual Rumah Mewah 2 lantai dengan Private Pool di Joglo","Komplek kejaksaan, Kembangan, Jakarta Barat, DKI Jakarta","Rp","2,5 M","4","4","150 m²","Hubungi","Rp 23.809.524 per m²","",""
"Menteng wadas","Menteng, Jakarta Selatan, DKI Jakarta","Rp","10,28 M","10","5","250 m²","Hubungi","Rp 19.922.481 per m²","",""
"Tanjung Duren","Tanjung duren, Tanjung Duren, Jakarta Barat, DKI Jakarta","Rp","3,5 M","7","2","145 m²","Hubungi","Rp 22.435.897 per m²","",""
"Jakarta","Dwiwarna, Glodok, Jakarta Pusat, DKI Jakarta","Rp","1,35 M","3","2","98 m²","Hubungi","Rp 11.344.538 per m²","",""
"Pantai Indah Kapuk - Cluster The Rome","Jl. Pantai Indah Kapuk, Kapuk Muara, Jakarta Utara, DKI Jakarta","Rp","7,3 M","5","3","400 m²","Hubungi","Rp 29.200.000 per m²","",""
"Tanjung barat","Tanjung barat, Tanjung Barat, Jakarta Selatan, DKI Jakarta","Rp","8,36 M","4","4","225 m²","Hubungi","Rp 33.043.478 per m²","",""
"Golf Island Pantai Indah Kapuk","Golf Island Pantai Indah Kapuk, Pantai Indah Kapuk, Jakarta Utara, DKI Jakarta","Rp","11 M","4","5","640 m²","Hubungi","Rp 36.666.667 per m²","",""
"Golf Island Pantai Indah Kapuk","Golf Island Pantai Indah Kapuk, Pantai Indah Kapuk, Jakarta Utara, DKI Jakarta","Rp","11 M","4","5","640 m²","Hubungi","Rp 36.666.667 per m²","",""
"Rumah modren minimalis puri indah blok E","puri indah blok E, Puri Indah, Jakarta Barat, DKI Jakarta","Rp","9 M","5","5","500 m²","Hubungi","Rp 47.368.421 per m²","",""
"Rumah minimalis dalam komplek jagakarsa jakarta selatan","Jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta","Rp","1,65 M","4","4","130 m²","Hubungi","Rp 16.500.000 per m²","",""
"Rumah minimalis selangkah ke jalan utama","Moh kahfi 2, Jagakarsa, Jakarta Selatan, DKI Jakarta","Rp","1,2 M","4","3","90 m²","Hubungi","Rp 16.000.000 per m²","",""
"Dijual Cepat Rumah Mewah dekat 3 Pintu Tol di Jakarta Timur","Jl. Masjid al Muqorrobin No.2 RT/RW : 007/003, Kalimalang, Jakarta Timur, DKI Jakarta","Rp","2,7 M","6","5","400 m²","Hubungi","Rp 9.000.000 per m²","",""
"RUMAH PIK POOL KATAMARAN  FURNISH","Pantai Indah Kapuk, Pantai Indah Kapuk, Jakarta Utara, DKI Jakarta","Rp","25 M","5","5","785 m²","Hubungi","Rp 31.847.134 per m²","",""
"Townhouse Rawamangun","Jl persahabatan raya, Rawamangun, Jakarta Timur, DKI Jakarta","Rp","1 M","2","2","60 m²","Hubungi","Rp 25.641.026 per m²","",""
"Pantai Indah Kapuk","Cluster Garden House, Penjaringan, Jakarta Utara, DKI Jakarta","Rp","7 M","6","6","330 m²","Hubungi","Rp 51.470.588 per m²","",""
"Rumah siap huni 2lantai 7x15 105m2 Type 3+1KT Cluster Yarra JGC Cakung Jakarta Timur","Cluster Yarra JGC Cakung Jakarta Timur, Jakarta Garden City/JGC, Jakarta Timur, DKI Jakarta","Rp","1,95 M","3","2","86 m²","Hubungi","Rp 18.571.429 per m²","",""
"Dijual Rumah Brand New, Permata Buana . Siap huni . Specialist Permata Buana - julian","Permata Buana, Jakarta Barat, DKI Jakarta","Rp","12,5 M","4","3","300 m²","Hubungi","Rp 62.500.000 per m²","",""
"Specialist Permata Buana , julian 081380330408. Rumah mewah modern","Permata Buana, Jakarta Barat, DKI Jakarta","Rp","13,5 M","4","3","650 m²","Hubungi","Rp 58.695.652 per m²","",""
"Minagapura","Jl. H. Saaba, Joglo, Joglo, Jakarta Barat, DKI Jakarta","Rp","3 M","3","2","100 m²","Hubungi","Rp 12.448.133 per m²","",""
"Dijual rumah pik2 ukuran 8x10","Pantai Indah Kapuk, Pantai Indah Kapuk, Jakarta Utara, DKI Jakarta","Rp","2,35 M","3","2","90 m²","Hubungi","Rp 29.375.000 per m²","",""
"Merpati jakarta pusat","Kemayoran, Jakarta Pusat, DKI Jakarta","Rp","11,5 M","4","3","1225 m²","Hubungi","Rp 33.141.210 per m²","",""
"Tempat Hunian Murah Di Jakarta Utara Strategis Deket Tol","Jalan Ganggeng, Tanjung Priok, Jakarta Utara, DKI Jakarta","Rp","473 jt","2","2","42 m²","Hubungi","Rp 22.523.810 per m²","",""
"Jual Rumah Mewah Full Furnish di Palmerah Residence Jakarta","Palmerah, Jakarta Barat, DKI Jakarta","Rp","13 M","5","5","1000 m²","Hubungi","Rp 29.816.514 per m²","",""
"Murah Rumah Pluit Selatan","Pluit selatan, Pluit, Jakarta Utara, DKI Jakarta","Rp","6,795 M","4","3","400 m²","Hubungi","Rp 27.180.000 per m²","",""
"Smart townhouse swasembada","Swasembada barat 7 Jakarta Utara, Tanjung Priok, Jakarta Utara, DKI Jakarta","Rp","440 jt","2","1","35 m²","Hubungi","Rp 20.952.381 per m²","",""
"DP 0% Bali Tropical Cirendeu 2","Jl Tarumanegara No.13A, Cirendeu, Jakarta Selatan, DKI Jakarta","Rp","1,778 M","3","2","70 m²","Hubungi","Rp 26.939.394 per m²","",""
"Permata Hijau 2","Jl.Permata Hijau 2, Kebayoran Lama, Jakarta Selatan, DKI Jakarta","Rp","27,5 M","6","4","620 m²","Hubungi","Rp 17.605.634 per m²","",""
"Rumah KPR Terlaris Termurah Di Depok Bonus Kanopi","Jl Nangka, Kel Pasirputih Kec Sawangan Kota Depok, Kalibata, Jakarta Selatan, DKI Jakarta","","350","2","1","45 m²","Hubungi","Rp 5 per m²","",""
"Garden House Pantai Indah Kapuk","Garden house, Pantai Indah Kapuk, Jakarta Utara, DKI Jakarta","Rp","28 M","4","5","850 m²","Hubungi","Rp 70.000.000 per m²","",""
"Perum Bukit gading mediterania Kelapa gading","bukit gading mediterania, Kelapa Gading, Jakarta Utara, DKI Jakarta","Rp","10,5 M","4","3","400 m²","Hubungi","Rp 33.333.333 per m²","",""
"Gold Coast PIK","Jl. Pantai Indah Kapuk, RT.8/RW.1, Kamal Muara, Kec. Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta, Penjaringan, Jakarta Utara, DKI Jakarta","Rp","15,5 M","4","4","600 m²","Hubungi","Rp 51.666.667 per m²","",""
"Cluster Exclusive Murah di Tanjung Barat Jakarta Selatan","Jl. Garuda Mas 1, Tanjung Barat, Jakarta Selatan, DKI Jakarta","Rp","8,5 M","4","4","225 m²","Hubungi","Rp 34.693.878 per m²","",""
"Green Garden",". Jalan Panjang, Green Garden, Jakarta Barat, DKI Jakarta","Rp","3,5 M","4","4","240 m²","Hubungi","Rp 24.305.556 per m²","",""
"citra v kalideres","Kali Deres, Jakarta Barat, DKI Jakarta","Rp","5,5 M","6","6","500 m²","Hubungi","Rp 16.176.471 per m²","",""
"Mahoni","Ragunan, Jakarta Selatan, DKI Jakarta","Rp","2,8 M","3","3","140 m²","Hubungi","Rp 20.895.522 per m²","",""
"Rumah Bagus Pejaten","Jl. Pejaten, Pejaten, Jakarta Selatan, DKI Jakarta","Rp","3,75 M","4","3","190 m²","Hubungi","Rp 23.006.135 per m²","",""
"Dijual Rumah Satu Komplek Dengan Sultan Andara, Green Andara Residence, Pondok Labu, Jakarta Selatan","Pondok Labu, Jakarta Selatan, DKI Jakarta","Rp","2,9 M","4","3","120 m²","Hubungi","Rp 26.605.505 per m²","",""
"Tanjung barat cluster","Jalan harun 6, Tanjung Barat, Jakarta Selatan, DKI Jakarta","Rp","1,1 M","2","2","50 m²","Hubungi","Rp 27.500.000 per m²","",""
"Rumah strategis, Dekat MRT Lebak Bulus Pondok Indah, Jakarta Selatan","Pondok Indah, Jakarta Selatan, DKI Jakarta","Rp","1,345 M","3","2","100 m²","Hubungi","Rp 20.692.308 per m²","",""
"Tanjung Barat Indah","Jl. Letjen TB Simatupang, Cilandak, Cilandak, Jakarta Selatan, DKI Jakarta","Rp","990 jt","2","1","50 m²","Hubungi","Rp 19.800.000 per m²","",""
"New Cluster Wisteria Cakung Jakarta Timur","RT.1/RW.8, Cakung Timur, Cakung, Jakarta Timur, DKI Jakarta","Rp","2,5 M","3","2","85 m²","Hubungi","Rp 35.714.286 per m²","",""
"Casa Green Residence Parung","Jln Haji Mawi Parung, Bintaro, Jakarta Selatan, DKI Jakarta","Rp","400 jt","2","1","36 m²","Hubungi","Rp 5.555.556 per m²","",""
"Rumah Dijual Mewah Scandinavia di Cipayung Jakarta Timur, Strategis","Cipayung, Jakarta Timur, DKI Jakarta","Rp","1,085 M","3","2","65 m²","Hubungi","Rp 16.692.308 per m²","",""
"Citra Garden","Citra Garden, Jakarta Barat, DKI Jakarta","Rp","4 M","3","3","180 m²","Hubungi","Rp 13.888.889 per m²","",""
"Ciracas Jakarta timur","Jalan kelapa dua, Ciracas, Jakarta Timur, DKI Jakarta","Rp","1,45 M","4","3","140 m²","Hubungi","Rp 13.302.752 per m²","",""
"Pesona Rorotan","Roeotan, Cilincing, Jakarta Utara, DKI Jakarta","Rp","897,868 jt","2","2","54 m²","Hubungi","Rp 19.952.622 per m²","",""
"Pesona Rorotan","Rorotan, Cilincing, Jakarta Utara, DKI Jakarta","Rp","897,868 jt","2","2","54 m²","Hubungi","Rp 19.952.622 per m²","",""
"Pesona Rorotan","Rorotan, Cilincing, Jakarta Utara, DKI Jakarta","Rp","897,868 jt","2","2","54 m²","Hubungi","Rp 19.952.622 per m²","",""
"Pantai indah kapuk","Pantai Indah Kapuk, Jakarta Utara, DKI Jakarta","Rp","12 M","4","5","480 m²","Hubungi","Rp 37.037.037 per m²","",""
"Townhouse Pondok Pinang - BMK","Pondok Pinang, Kebayoran Lama, Jakarta Selatan, Kebayoran Lama, Jakarta Selatan, DKI Jakarta","Rp","5,4 M","3","3","245 m²","Hubungi","Rp 34.838.710 per m²","",""
"RUMAH LEBAK BULUS, CILANDAK","Lebak Bulus, Cilandak, Jakarta Selatan, Cilandak, Jakarta Selatan, DKI Jakarta","Rp","2,5 M","4","4","141 m²","Hubungi","Rp 34.722.222 per m²","",""
"Cipete","Purnama, Cipete, Jakarta Selatan, Cipete, Jakarta Selatan, DKI Jakarta","Rp","6 M","4","3","380 m²","Hubungi","Rp 30.000.000 per m²","",""
"CIPAYUNG rumah mewah terlaris dibawah 1M, Buruan sebelum habis","Cipayung, Jakarta Timur, DKI Jakarta","Rp","880 jt","3","2","72 m²","Hubungi","Rp 14.666.667 per m²","",""
"Cluster Mewah Para Sultan! Dengan Design Classic Eropa super strategis di Kranggan Cibubur","Jalan Raya Randu Kranggan Cibubur, Cipayung, Jakarta Timur, DKI Jakarta","Rp","1,22 M","3","2","90 m²","Hubungi","Rp 15.250.000 per m²","",""
"CLUSTER MEGAH EROPA 800 JUTAAN di CIBUBUR 5 MENIT KE TOL & LRT","Jln Raya Gas Alam CIbubur, Ciracas, Jakarta Timur, DKI Jakarta","Rp","847 jt","3","2","72 m²","Hubungi","Rp 14.116.667 per m²","",""
"TERMEWAH! Rumah Sultan Kekinian Ready super strategis 3 Menit dari Pintul Tol Setu & Tol Bambu Apus","Jln Raya Bambu Apus, Cipayung, Jakarta Timur, DKI Jakarta","Rp","1,5 M","3","2","78 m²","Hubungi","Rp 19.736.842 per m²","",""
"Rumah murah di pesanggrahan jakarta selatan bangunan design america clasic bagus dan mewah","Pesanggrahan jakarta selatan, Pesanggrahan, Jakarta Selatan, DKI Jakarta","Rp","4,9 M","7","6","450 m²","Hubungi","Rp 30.434.783 per m²","",""
"081287518486 : LT. 101 Terbaik Tidak Banjir Strategis 10 Menit Tol dan Lrt","Rawamangun,Jakarta Timur,Dki Jakarta, Cipinang, Jakarta Timur, DKI Jakarta","Rp","2,6 M","4","4","170 m²","Hubungi","Rp 25.742.574 per m²","",""
"081287518486 : DP 5% Free BPHTB di Jatiwaringin Kota Bekasi Bekasi Selatan","jatiwaringin,pondok gede,jakarta timur,dki jakarta, Pondok Gede, Jakarta Timur, DKI Jakarta","Rp","1,3 M","3","3","60 m²","Hubungi","Rp 17.567.568 per m²","",""
"Cluster lio","Jl lio 2, Pulo Gadung, Jakarta Timur, DKI Jakarta","Rp","834,8 jt","2","2","68 m²","Hubungi","Rp 22.562.162 per m²","",""
"Vila Delima",". Jl. Karang Tengah Raya Lebak Bulus, Lebak Bulus, Jakarta Selatan, DKI Jakarta","Rp","9,2 M","4","4","400 m²","Hubungi","Rp 30.263.158 per m²","",""
"Di Jual Rumah Pinggir Jalan  di Jagakarsa","Jl.jeruk,Jagakarsa, Jagakarsa, Jakarta Selatan, DKI Jakarta","Rp","2,05 M","4","3","130 m²","Hubungi","Rp 15.769.231 per m²","",""
"Cluster Exclusive Harga Receh","Cibubur, Jakarta Timur, DKI Jakarta","","398","2","1","36 m²","Hubungi","Rp 6 per m²","",""
"SD House","Antene, Radio Dalam, Jakarta Selatan, DKI Jakarta","Rp","5,5 M","10","10","300 m²","Hubungi","Rp 23.706.897 per m²","",""
"Dijual rumah bisa untuk usaha kost kostan di kebayoran lama","Kebayoran Lama, Jakarta Selatan, DKI Jakarta","Rp","6 M","6","2","250 m²","Hubungi","Rp 14.598.540 per m²","",""
"Green Lake City","Jalan Raya Kresek No. 7-8, RT.6/RW.8, Duri Kosambi, Kec. Cengkareng, Jakarta Barat, Cengkareng, Jakarta Barat, DKI Jakarta","Rp","2,9 M","4","3","100 m²","Hubungi","Rp 32.222.222 per m²","",""
"di jual cepat rumah murah di BINTARO dekat pintu toll dan stasiun selatan jakarta 600 jtaan free All","jl masjid al huda bintaro sektor 9, Bintaro, Jakarta Selatan, DKI Jakarta","Rp","600 jt","3","2","45 m²","Hubungi","Rp 10.000.000 per m²","",""
"di jual cepat rumah murah di BINTARO dekat pintu toll dan stasiun selatan jakarta 600 jtaan free All","jl masjid al huda bintaro sektor 9, Bintaro, Jakarta Selatan, DKI Jakarta","Rp","600 jt","3","2","45 m²","Hubungi","Rp 10.000.000 per m²","",""
